NAME,MLST ST (Klebsiella pneumoniae (Pasteur)),MLST PROFILE (Klebsiella pneumoniae (Pasteur)),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus,Predicted capsule (K locus) type,O locus,Predicted O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
SAMEA12109203,39,2_1_2_4_9_1_14,43596,0_0_107_0_4_0_1_13_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN25041879,39,2_1_2_4_9_1_14,44898,0_0_107_1_0_8_0_0_0_0,39,10192,ColRNAI; repB(R1701),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (497),-,-
SAMEA114111039,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934671,39,2_1_2_4_9_1_14,42688,0_0_107_0_0_0_0_11_0_0,39,39,ColRNAI; IncC; IncFIA(pBK30683); IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2α",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114110987,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110924,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114110980,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934706,39,2_1_2_4_9_1_14,42709,0_0_107_0_0_0_0_27_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA113934681,39,2_1_2_4_9_1_14,42693,0_0_107_0_0_0_0_0_20_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL13,O13,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA113934696,39,2_1_2_4_9_1_14,42702,0_0_107_0_0_0_3_0_1_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL13,O13,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111014,39,2_1_2_4_9_1_14,43100,0_0_107_2_1_0_0_2_0_0,39,10195,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K); IncFII(pBK30683); IncR,KL149,unknown (KL149),OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111041,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111278,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111094,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111036,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111096,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA10303301,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K)--IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111025,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934659,39,2_1_2_4_9_1_14,6920,0_0_107_0_0_0_0_0_3_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA10303416,39,2_1_2_4_9_1_14,38075,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110977,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111001,39,2_1_2_4_9_1_14,43131,0_0_107_0_4_0_1_3_7_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111092,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110991,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245623,39,2_1_2_4_9_1_14,43332,0_0_107_0_0_0_0_20_0_0,39,39,IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111235,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111027,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111120,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K); IncFII(pKP91); repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111059,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934651,39,2_1_2_4_9_1_14,42674,0_0_107_0_0_0_2_0_0_0,39,39,Col(BS512); Col(MG828); ColRNAI--IncFII(K); IncFIB(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,O2β,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111257,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111152,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111259,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K); IncM1,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245643,39,2_1_2_4_9_1_14,43347,0_0_107_0_0_0_0_2_5_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111166,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111054,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934708,39,2_1_2_4_9_1_14,42710,0_0_107_0_0_0_0_0_21_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111141,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934709,39,2_1_2_4_9_1_14,42695,0_0_107_0_0_0_0_0_21_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114245609,39,2_1_2_4_9_1_14,43322,0_0_107_0_0_0_0_18_0_0,39,39,IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111055,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA113934688,39,2_1_2_4_9_1_14,42699,0_0_107_0_0_0_0_6_1_0,39,39,ColRNAI; IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (truncated) (151-2LV),-,-
SAMEA114111000,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245702,39,2_1_2_4_9_1_14,43386,0_0_107_0_0_0_0_17_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K); IncN; p0111,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111262,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-2LV),-,-
SAMEA10417040,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA114111202,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110985,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934683,39,2_1_2_4_9_1_14,42695,0_0_107_0_0_0_0_0_21_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111029,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111201,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111028,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111084,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111087,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111274,39,2_1_2_4_9_1_14,43179,0_0_107_1_0_0_4_5_1_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pNDM-Mar); IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA113934661,39,2_1_2_4_9_1_14,42682,0_0_107_0_0_0_0_0_18_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111216,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114245653,39,2_1_2_4_9_1_14,43357,0_0_107_0_0_0_0_21_0_0,39,39,ColRNAI; IncC; IncFIB(AP001918); IncFIB(pKPHS1); IncFIB(pQil); IncFIC(FII); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA10303297,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K); IncFII(K)--IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111008,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111281,39,2_1_2_4_9_1_14,43179,0_0_107_1_0_0_4_5_1_0,39,10192,ColpVC; IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111248,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110968,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111255,39,2_1_2_4_9_1_14,43109,0_0_107_1_0_0_4_5_0_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA114111134,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114110986,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA113934652,39,2_1_2_4_9_1_14,42675,0_0_107_0_0_0_0_12_0_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA114111148,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111048,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114110920,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111044,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111067,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA114111104,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111231,39,2_1_2_4_9_1_14,9945,0_0_107_0_4_0_1_3_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA114111276,39,2_1_2_4_9_1_14,43179,0_0_107_1_0_0_4_5_1_0,39,10192,ColpVC; IncFIB(K)(pCAV1099-114); IncFIB(pNDM-Mar); IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR),KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA113934675,39,2_1_2_4_9_1_14,42690,0_0_107_0_0_0_2_0_1_0,39,39,ColRNAI; IncFIB(K); IncFII(K); IncFII(K); repB(R1701),KL23,K23,OL2α.2,O2β,1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA10303171,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA114110910,39,2_1_2_4_9_1_14,43100,0_0_107_2_1_0_0_2_0_0,39,10195,Col(pHAD28); Col(pHAD28)--Col440I; ColKP3; IncFIA(HI1); IncFIB(K)(pCAV1099-114); IncFIB(pQil); IncFII(K); IncFII(K); IncFII(K); IncFII(pBK30683); IncR,KL149,unknown (KL149),OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMN36884878,39,2_1_2_4_9_1_14,47952,0_0_107_0_1_23_0_0_0_0,39,39,Col(pHAD28); Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII; IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (145-1LV),-,-
SAMN36884877,39,2_1_2_4_9_1_14,47975,0_0_107_0_1_23_0_0_1_0,39,39,Col(pHAD28); Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (145-2LV),-,-
SAMEA12109292,39,2_1_2_4_9_1_14,43621,0_0_107_1_0_0_18_0_0_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA12109432,39,2_1_2_4_9_1_14,43596,0_0_107_0_4_0_1_13_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109349,39,2_1_2_4_9_1_14,40074,0_0_107_1_0_0_4_0_1_0,39,10192,IncFIA(pBK30683); IncFIB(K)--IncFII(pKP91),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 10; ICEKp4 (78),-,-
SAMEA12816856,39,2_1_2_4_9_1_14,43679,0_0_107_1_0_0_18_0_1_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA12109430,39,2_1_2_4_9_1_14,43596,0_0_107_0_4_0_1_13_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109242,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12109285,39,2_1_2_4_9_1_14,43621,0_0_107_1_0_0_18_0_0_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA112785777,39,2_1_2_4_9_1_14,25852,0_0_107_0_0_0_0_9_0_0,39,39,ColRNAI; IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR),KL23,K23,OL2α.2,"O1αβ,2α",4,iuc 1 (95),,0,ybt 14; ICEKp5 (151),-,-
SAMEA12999637,39,2_1_2_4_9_1_14,43954,0_0_107_1_0_7_0_0_0_0,39,10192,Col(pHAD28); Col440I; IncFIB(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA112622402,39,2_1_2_4_9_1_14,*5787,0_0_107_1_?_?_?_?_?_?,39,10192,,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (truncated) (378-2LV),-,-
SAMEA12109286,39,2_1_2_4_9_1_14,43621,0_0_107_1_0_0_18_0_0_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA12109382,39,2_1_2_4_9_1_14,40074,0_0_107_1_0_0_4_0_1_0,39,10192,IncFIA(pBK30683); IncFIB(K)--IncFII(pKP91),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 10; ICEKp4 (78),-,-
SAMEA12109439,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA12816863,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12999620,39,2_1_2_4_9_1_14,43947,0_0_107_0_1_3_0_2_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (595),-,-
SAMEA12816855,39,2_1_2_4_9_1_14,43621,0_0_107_1_0_0_18_0_0_0,39,10192,Col(pHAD28); IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA12109449,39,2_1_2_4_9_1_14,38075,0_0_107_0_4_0_1_0_1_0,39,39,Col(pHAD28); Col440II; IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA12816887,39,2_1_2_4_9_1_14,43686,0_0_107_0_1_3_4_0_0_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (595),-,-
SAMEA113605663,39,2_1_2_4_9_1_14,42471,0_0_107_1_0_0_17_0_0_0,39,10192,IncFIA(HI1); IncFIB(K); IncFII(K),KL62,K62,OL2α.2,O2α,0,0,,0,0,-,-
SAMEA113604991,39,2_1_2_4_9_1_14,42142,0_0_107_0_1_20_0_0_0_0,39,39,Col440I; IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA113605205,39,2_1_2_4_9_1_14,42246,0_0_107_0_1_21_0_0_0_0,39,39,Col(pHAD28); IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMN23768620,39,2_1_2_4_9_1_14,44605,0_0_107_0_4_0_1_0_3_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
